,Unnamed: 0,TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,OrderDate,TransactionTime,ItemProfit,WeekID,DayID
443556,443556,T284133,6054,12/3/87,M,DHARAMSHALA,11.27,2016-11-08,122242.0,312.65,43,305
443571,443571,T284157,6205,25/2/84,F,MUMBAI,66243.84,2016-11-08,135415.0,798.4,43,305
443573,443573,T284160,7329,22/5/92,F,WEST TRIPURA,17264.19,2016-11-08,150405.0,10.0,43,305
443631,443631,T284243,6552,20/7/87,M,DEHRADUN,863.23,2016-11-08,140957.0,37.0,43,305
443644,443644,T284262,5782,13/5/82,M,LUCKNOW,7936.08,2016-11-08,133905.0,420.0,43,305
443696,443696,T284328,4744,9/2/78,M,DELHI,138148.33,2016-11-08,135530.0,693.0,43,305
443701,443701,T284334,200,5/6/92,F,NOIDA,16193.67,2016-11-08,135919.0,147.0,43,305
443716,443716,T284356,7068,15/1/86,F,AHMEDABAD,32254.68,2016-11-08,122340.0,841.15,43,305
443812,443812,T284497,5121,5/5/82,M,BANGALORE,20492.67,2016-11-08,142128.0,507.0,43,305
443863,443863,T284559,1818,21/11/91,M,GURGAON,22624.41,2016-11-08,121612.0,1000.0,43,305
443920,443920,T284631,4099,18/12/86,M,NR COLLEGE MORE KOLKATA,38427.81,2016-11-08,180234.0,490.0,43,305
443942,443942,T284659,4374,18/6/93,M,BATHINDA,660.08,2016-11-08,165315.0,42.0,43,305
443946,443946,T284663,6428,1/2/85,M,GURGAON,91071.05,2016-11-08,134016.0,80.0,43,305
444179,444179,T285006,7188,3/2/89,M,PHASE-1 SOUTH DELHI,190641.9,2016-11-08,123426.0,294.0,43,305
444208,444208,T285041,1664,18/10/87,M,BANGALORE,2676.24,2016-11-08,130729.0,50.0,43,305
444313,444313,T285194,2761,15/2/73,M,SADAVALI,661.62,2016-11-08,135134.0,1000.0,43,305
444360,444360,T285261,3961,3/9/93,M,MOHALI,11183.78,2016-11-08,65751.0,120.0,43,305
444420,444420,T285345,3746,30/6/83,F,PALI,9717.74,2016-11-08,133632.0,150.0,43,305
444442,444442,T285373,6547,17/2/90,M,MUMBAI,92995.47,2016-11-08,141008.0,248.0,43,305
444467,444467,T285407,2699,28/5/87,M,BILASPUR,37983.52,2016-11-08,150210.0,100.0,43,305
444469,444469,T285409,1367,9/10/73,M,MUMBAI,175.97,2016-11-08,131718.0,350.0,43,305
444491,444491,T285437,1335,1/4/84,M,SARAN,19.05,2016-11-08,124458.0,49.0,43,305
444526,444526,T285483,5083,21/10/87,F,DELHI,462190.09,2016-11-08,160822.0,845.45,43,305
444530,444530,T285489,1512,1/8/92,M,NOIDA,6976.36,2016-11-08,155606.0,80.0,43,305
444543,444543,T285507,3072,5/1/90,M,PURNIA,5808.41,2016-11-08,170102.0,75.0,43,305
444566,444566,T285540,3611,5/5/92,M,LUCKNOW,3734.81,2016-11-08,82816.0,600.0,43,305
444572,444572,T285551,817,29/12/86,M,DINDIGUL,4659.23,2016-11-08,132523.0,340.0,43,305
444574,444574,T285554,2233,6/12/88,M,BANGALORE,4096.04,2016-11-08,134012.0,772.0,43,305
444588,444588,T285573,733,23/6/84,M,THANE,13319.29,2016-11-08,125159.0,280.0,43,305
444592,444592,T285577,3748,1/1/1800,M,NEW DELHI,10.89,2016-11-08,73753.0,50.0,43,305
444605,444605,T285595,2734,5/2/86,M,BANGALORE,14480.06,2016-11-08,132601.0,180.0,43,305
444648,444648,T285654,4258,11/3/94,F,HOWRAH,6607.27,2016-11-08,121156.0,1353.0,43,305
444694,444694,T285722,573,6/6/89,M,MANGALORE,4208.02,2016-11-08,163349.0,101.91,43,305
444779,444779,T285833,6112,16/3/90,M,GURGAON,189197.31,2016-11-08,131241.0,346.0,43,305
444781,444781,T285835,6527,7/1/61,M,GHAZIABAD,14005.1,2016-11-08,131441.0,200.0,43,305
444922,444922,T286026,1787,18/12/84,M,SOLAPUR,93.34,2016-11-08,131101.0,60.0,43,305
444954,444954,T286072,254,4/7/83,M,DAMOH,18752.88,2016-11-08,162634.0,474.77,43,305
445033,445033,T286188,6263,1/1/1800,M,VISAKHAPATNAM,12614.65,2016-11-08,191840.0,650.0,43,305
445064,445064,T286228,1491,16/12/87,M,AHMEDABAD,22976.89,2016-11-08,164140.0,277.27,43,305
445087,445087,T286262,1104,23/7/92,F,AHMEDABAD,136.2,2016-11-08,155605.0,169.4,43,305
445168,445168,T286367,5913,1/1/1800,M,VISAKHAPATNAM,12614.65,2016-11-08,191609.0,240.0,43,305
445197,445197,T286409,2886,21/8/87,M,HYDERABAD,13319.16,2016-11-08,185946.0,725.0,43,305
445200,445200,T286417,1077,25/10/88,M,PILANI,14042.19,2016-11-08,153544.0,50.0,43,305
445206,445206,T286425,4938,27/5/79,M,BAMBOLIM,37217.04,2016-11-08,160010.0,1164.98,43,305
445211,445211,T286431,6956,5/7/92,M,NEW DELHI,4910.81,2016-11-08,170318.0,200.0,43,305
445246,445246,T286487,4841,1/2/95,M,KARIMGANJ,5632.68,2016-11-08,154020.0,14.0,43,305
445267,445267,T286518,3138,25/8/92,M,GURGAON,4599.01,2016-11-08,142938.0,135.0,43,305
445304,445304,T286563,1657,8/9/93,M,BIRBHUM,14.39,2016-11-08,183151.0,30.0,43,305
445327,445327,T286596,5560,23/8/91,M,BANKURA,164.41,2016-11-08,183541.0,9.0,43,305
445364,445364,T286648,7209,1/1/1800,M,KOTA,69146.75,2016-11-08,154254.0,200.0,43,305
445375,445375,T286665,3632,1/1/1800,M,GURGAON,24124.06,2016-11-08,154709.0,1000.0,43,305
445429,445429,T286752,6628,10/10/89,M,ADILABAD,2326.83,2016-11-08,183851.0,30.0,43,305
445453,445453,T286791,22,1/7/90,M,GHAZIABAD,8890.89,2016-11-08,191750.0,270.0,43,305
445474,445474,T286823,4947,13/6/82,F,NOIDA,72229.44,2016-11-08,113430.0,500.0,43,305
445495,445495,T286854,5130,18/2/94,F,NEW DELHI,13203.69,2016-11-08,153811.0,166.0,43,305
445516,445516,T286879,2653,2/10/89,F,AGRA,25729.68,2016-11-08,100017.0,373.0,43,305
445628,445628,T287022,3110,15/10/89,M,BANGALORE,6581.15,2016-11-08,153632.0,18.0,43,305
445630,445630,T287024,6994,4/3/93,F,DELHI,8.75,2016-11-08,154239.0,159.0,43,305
445663,445663,T287063,792,2/5/93,M,PATIALA,5815.8,2016-11-08,105450.0,29.0,43,305
445674,445674,T287080,1006,27/3/90,F,GURGAON,6921.71,2016-11-08,154600.0,328.0,43,305
445681,445681,T287090,957,3/1/93,M,PUNE,15037.6,2016-11-08,151839.0,200.0,43,305
445744,445744,T287171,2965,29/9/78,F,ANDHERI RAILWAY STATION MUMBAI,1544.03,2016-11-08,191644.0,1140.8,43,305
445827,445827,T287294,5656,4/11/92,M,NEW DELHI,2854.16,2016-11-08,163744.0,17.0,43,305
445855,445855,T287330,4517,1/8/86,M,JALANDHAR,2437.7,2016-11-08,184521.0,748.01,43,305
445879,445879,T287359,6762,5/7/77,M,RANGA REDDY,14647.44,2016-11-08,192535.0,20.0,43,305
445981,445981,T287498,3840,23/12/84,M,HANUMANGARH,0.27,2016-11-08,154752.0,10.0,43,305
446016,446016,T287547,506,15/1/73,M,REWARI,24332.42,2016-11-08,201156.0,249.0,43,305
446018,446018,T287549,2067,1/5/78,M,THANE,58340.1,2016-11-08,195011.0,700.0,43,305
446021,446021,T287553,5863,20/1/82,M,GURGAON,56651.05,2016-11-08,194539.0,320.0,43,305
446033,446033,T287573,5463,19/6/84,F,VARANASI,1634.1,2016-11-08,182919.0,325.0,43,305
446048,446048,T287591,5223,4/12/95,F,DURG,401.44,2016-11-08,163305.0,110.0,43,305
446060,446060,T287606,6556,28/4/95,M,MUMBAI,23.83,2016-11-08,163844.0,10.0,43,305
446078,446078,T287628,501,22/6/91,M,NAVI MUMBAI,48928.44,2016-11-08,165516.0,540.0,43,305
446086,446086,T287642,3837,6/6/46,M,MUMBAI,25.1,2016-11-08,171231.0,559.22,43,305
446092,446092,T287649,2417,4/5/78,F,CHANDIGARH,10228.86,2016-11-08,181239.0,410.0,43,305
446093,446093,T287650,1571,1/1/1800,M,NOIDA,230966.49,2016-11-08,181338.0,509.5,43,305
446105,446105,T287674,5227,13/5/82,M,MUMBAI,148453.35,2016-11-08,160007.0,1465.18,43,305
446109,446109,T287678,4374,31/5/91,M,PRAKASAM,35274.67,2016-11-08,161552.0,100.0,43,305
446147,446147,T287730,1594,7/6/76,M,RANCHI,130833.9,2016-11-08,205605.0,520.0,43,305
446230,446230,T287856,1052,5/9/60,F,BANGALORE,13115.22,2016-11-08,203522.0,17.8,43,305
446385,446385,T288069,1872,6/11/89,F,GURGAON,49192.68,2016-11-08,174858.0,200.0,43,305
446479,446479,T288190,998,11/3/78,M,MUMBAI,9015.88,2016-11-08,164311.0,489.0,43,305
446654,446654,T288429,5572,23/1/88,F,BANGALORE,199.1,2016-11-08,172252.0,897.51,43,305
446700,446700,T288491,3420,25/3/78,M,WALLISELLEN,202.16,2016-11-08,124222.0,50.0,43,305
446770,446770,T288593,1667,28/7/76,M,MARGAO,31164.18,2016-11-08,203604.0,152.0,43,305
446830,446830,T288682,4021,5/3/92,F,PUNE,5354.07,2016-11-08,73940.0,50.0,43,305
446865,446865,T288727,5437,20/9/91,M,KOCHI,2.69,2016-11-08,174658.0,41.24,43,305
446909,446909,T288785,2175,3/6/78,M,NEW DELHI,41786.69,2016-11-08,160805.0,1329.0,43,305
446955,446955,T288840,5000,5/2/92,M,GHAZIABAD,60161.21,2016-11-08,192450.0,400.0,43,305
447032,447032,T288959,1428,16/12/70,M,GUWAHATI,15829.72,2016-11-08,155737.0,686.28,43,305
447035,447035,T288965,5019,6/12/89,M,UDHAM SINGH NAGAR,1953.58,2016-11-08,160336.0,606.9,43,305
447062,447062,T288997,155,24/4/91,M,MUMBAI,100759.73,2016-11-08,163309.0,137.0,43,305
447066,447066,T289003,3244,9/3/93,F,KOLHAPUR,44505.81,2016-11-08,154123.0,324.8,43,305
447084,447084,T289029,6370,22/2/92,M,BHUBANESHWAR,11646.78,2016-11-08,193526.0,130.0,43,305
447102,447102,T289056,171,18/10/88,M,MUMBAI,18059.98,2016-11-08,184203.0,1307.0,43,305
447167,447167,T289143,1112,28/7/76,F,AGRA,24888.75,2016-11-08,160423.0,450.15,43,305
447189,447189,T289173,2484,9/9/88,F,MUMBAI,187539.18,2016-11-08,151747.0,535.5,43,305
447204,447204,T289196,2755,16/4/90,F,BANGALORE,6580.51,2016-11-08,153118.0,100.0,43,305
447238,447238,T289237,7140,16/5/77,F,PUNE,237308.35,2016-11-08,164051.0,68.0,43,305
447274,447274,T289288,2920,29/9/64,F,PALI,67.55,2016-11-08,191105.0,100.0,43,305
447313,447313,T289354,6069,9/5/94,M,NEW DELHI,24362.58,2016-11-08,154430.0,745.0,43,305
447351,447351,T289401,2351,20/8/92,M,NASHIK,20.66,2016-11-08,152649.0,335.0,43,305
447375,447375,T289434,740,20/10/89,F,KAMRUP,14956.83,2016-11-08,151833.0,50.0,43,305
447381,447381,T289445,6181,22/10/88,M,KOLKATA,8.79,2016-11-08,185050.0,376.0,43,305
447389,447389,T289454,3201,2/1/86,M,JAIPUR,45307.34,2016-11-08,185024.0,680.0,43,305
447390,447390,T289455,5506,15/9/88,F,NOIDA,33013.18,2016-11-08,190601.0,366.0,43,305
447414,447414,T289493,4283,17/1/89,M,MUMBAI,7515.3,2016-11-08,191754.0,790.0,43,305
447453,447453,T289555,1558,15/7/58,M,BHIWANI,74566.61,2016-11-08,201637.0,100.0,43,305
447509,447509,T289641,5194,23/5/89,M,JHANSI,368.53,2016-11-08,172725.0,69.0,43,305
447530,447530,T289671,1176,16/11/81,F,MOHALI,12849.0,2016-11-08,221619.0,104.0,43,305
447575,447575,T289728,2498,20/5/85,M,KERALA,2968.82,2016-11-08,183628.0,16.0,43,305
447593,447593,T289755,4124,31/3/78,M,NASHIK,62926.68,2016-11-08,183150.0,300.0,43,305
447596,447596,T289759,452,18/7/47,F,PATNA,491887.45,2016-11-08,192732.0,996.0,43,305
447644,447644,T289829,2783,8/1/89,F,MOHALI,70313.2,2016-11-08,192020.0,446.0,43,305
447696,447696,T289906,6307,12/4/62,M,THANE -WEST,644089.62,2016-11-08,151447.0,220.0,43,305
447708,447708,T289921,6907,4/9/83,F,BHUBANESHWAR,31.32,2016-11-08,142906.0,300.0,43,305
447731,447731,T289951,1686,8/12/93,F,DELHI,11566.71,2016-11-08,235751.0,30.0,43,305
447752,447752,T289978,343,24/3/84,M,DELHI,29974.96,2016-11-08,210709.0,286.0,43,305
447765,447765,T289998,4198,22/10/79,F,NOIDA,348148.41,2016-11-08,203458.0,375.0,43,305
447767,447767,T290001,6006,23/11/85,F,NEW DELHI,13212.81,2016-11-08,204108.0,221.15,43,305
447812,447812,T290067,3940,11/9/91,F,DELHI,51317.19,2016-11-08,214720.0,150.0,43,305
447902,447902,T290189,5912,7/2/75,M,GHAZIABAD,4760.46,2016-11-08,210933.0,1000.0,43,305
447917,447917,T290208,6216,10/1/89,M,BANGALORE,153.34,2016-11-08,231510.0,300.0,43,305
447947,447947,T290250,3899,18/2/87,F,GURGAON,71752.72,2016-11-08,213702.0,358.74,43,305
447996,447996,T290315,860,6/4/47,F,JAIPUR,429651.38,2016-11-08,204211.0,449.0,43,305
448006,448006,T290330,3469,10/11/88,M,MUMBAI,34732.48,2016-11-08,180349.0,763.0,43,305
448008,448008,T290332,287,15/7/58,M,LUCKNOW,39936.05,2016-11-08,182732.0,844.0,43,305
448087,448087,T290431,3919,21/11/83,M,MUMBAI,982.88,2016-11-08,203209.0,312.0,43,305
448265,448265,T290680,5233,17/6/92,M,MUMBAI,49.75,2016-11-08,175436.0,200.0,43,305
448293,448293,T290711,3933,1/1/1800,M,WEST MUMBAI,157433.66,2016-11-08,205133.0,583.0,43,305
448316,448316,T290739,591,18/12/95,F,KOLKATA,34426.39,2016-11-08,224208.0,611.0,43,305
448320,448320,T290748,6081,29/11/87,M,GURGAON,32826.6,2016-11-08,221626.0,319.0,43,305
448336,448336,T290772,3197,18/8/91,F,NAVI MUMBAI,24754.28,2016-11-08,190302.0,280.0,43,305
448354,448354,T290796,3870,29/8/95,F,MUMBAI,674.47,2016-11-08,132848.0,224.72,43,305
448357,448357,T290802,1143,13/4/93,M,TAORU,13765.29,2016-11-08,191935.0,640.0,43,305
448405,448405,T290864,2163,26/3/90,M,GREATER NOIDA,100900.29,2016-11-08,194231.0,246.0,43,305
448425,448425,T290892,5295,26/2/85,F,SECUNDERABAD,418046.55,2016-11-08,173241.0,450.0,43,305
448465,448465,T290943,6025,1/1/1800,M,BANGALORE,7822.03,2016-11-08,180340.0,500.0,43,305
448484,448484,T290973,6498,18/2/71,M,THANE,107588.5,2016-11-08,214555.0,546.0,43,305
448571,448571,T291090,1831,9/10/95,F,ZIRAKPUR,19988.86,2016-11-08,173819.0,112.54,43,305
448581,448581,T291105,5623,16/5/94,F,MUMBAI,9429.23,2016-11-08,175123.0,430.0,43,305
448601,448601,T291131,627,25/2/87,M,BANGALORE,3887.05,2016-11-08,192311.0,300.0,43,305
448622,448622,T291156,199,7/10/72,M,ALWAR,6177.7,2016-11-08,132008.0,830.0,43,305
448631,448631,T291165,3272,23/10/94,M,CHITTO0R,18487.63,2016-11-08,135100.0,90.0,43,305
448673,448673,T291220,574,18/5/82,F,THANE,24346.49,2016-11-08,213115.0,360.0,43,305
448693,448693,T291245,1985,5/7/90,M,GURGAON,2300.19,2016-11-08,213233.0,346.0,43,305
448757,448757,T291323,2311,15/10/88,M,HYDERABAD,3439.28,2016-11-08,190456.0,366.0,43,305
448773,448773,T291345,1971,12/5/95,M,HYDERABAD,3500.17,2016-11-08,185101.0,60.52,43,305
448800,448800,T291384,4448,11/1/92,M,HYDERABAD,4408.01,2016-11-08,185207.0,469.0,43,305
448865,448865,T291473,4884,8/2/95,M,DELHI,179556.95,2016-11-08,205334.0,500.0,43,305
448867,448867,T291478,6818,16/11/86,F,THANE,20035.1,2016-11-08,211840.0,640.0,43,305
448889,448889,T291510,4024,9/7/91,F,24 PGNS NORTH,6287.04,2016-11-08,165400.0,175.0,43,305
448982,448982,T291647,4747,5/12/84,M,BANGALORE,88.19,2016-11-08,173353.0,41.0,43,305
448994,448994,T291664,6854,1/7/89,M,GORAKHPUR,23.78,2016-11-08,170443.0,24.0,43,305
449012,449012,T291686,3719,20/12/88,M,JALNDHAR,77.86,2016-11-08,182133.0,1000.0,43,305
449022,449022,T291698,4186,5/12/87,F,NOIDA,493206.75,2016-11-08,232011.0,354.0,43,305
449025,449025,T291701,7106,4/8/84,M,MUMBAI,97173.06,2016-11-08,230200.0,200.0,43,305
449029,449029,T291707,2870,26/5/97,M,KHARAR,15735.28,2016-11-08,213858.0,112.0,43,305
449082,449082,T291778,3717,10/9/87,F,GURGAON,14782.65,2016-11-08,210450.0,1052.0,43,305
449113,449113,T291816,5840,6/4/82,F,VIJAYAWADA,18078.58,2016-11-08,180004.0,195.0,43,305
449231,449231,T291976,939,9/11/89,F,MUMBAI,65009.41,2016-11-08,210732.0,744.4,43,305
449260,449260,T292012,3135,28/11/93,M,GURGAON,17823.45,2016-11-08,210003.0,727.0,43,305
449269,449269,T292022,1296,26/8/76,F,CHENNAI,32236.01,2016-11-08,185902.0,722.0,43,305
449301,449301,T292064,4160,16/3/81,M,VISHRANTWADI PUNE,5229.25,2016-11-08,193358.0,503.4,43,305
449314,449314,T292081,2047,23/11/89,M,DELHI,3.21,2016-11-08,172717.0,200.0,43,305
449343,449343,T292123,3455,30/12/80,F,LINES K V RANGAREDDY,3.93,2016-11-08,182916.0,48.0,43,305
449447,449447,T292258,7040,15/6/86,M,DELHI,55681.48,2016-11-08,190645.0,600.0,43,305
449450,449450,T292263,2602,30/6/93,M,KOLATHUR CHENNAI,716.09,2016-11-08,185256.0,25.0,43,305
449461,449461,T292279,3316,1/1/85,M,NOIDA,27274.35,2016-11-08,190429.0,817.0,43,305
449489,449489,T292321,6294,31/10/84,F,AHMEDABAD,80817.05,2016-11-08,175900.0,220.0,43,305
449492,449492,T292327,4671,28/12/88,F,MUMBAI,11725.67,2016-11-08,173127.0,110.45,43,305
449502,449502,T292342,2728,29/3/86,M,MUMBAI,46456.72,2016-11-08,171200.0,527.2,43,305
449526,449526,T292379,6334,3/2/92,F,BAREILLY,51558.14,2016-11-08,201956.0,100.0,43,305
449544,449544,T292406,902,2/10/88,M,BALLIA,2910.12,2016-11-08,205908.0,101.15,43,305
449581,449581,T292456,5157,13/8/94,M,DELHI,416930.42,2016-11-08,213709.0,200.0,43,305
449636,449636,T292536,6633,7/9/81,F,BANGALORE,174175.13,2016-11-08,185351.0,469.0,43,305
449727,449727,T292668,90,6/2/88,M,GUNTUR,21016.81,2016-11-08,201653.0,50.0,43,305
449729,449729,T292671,6917,1/1/1800,M,BANGALORE,266380.93,2016-11-08,205335.0,409.0,43,305
449731,449731,T292673,2966,29/9/88,F,TECH WEB CENTER MUMBAI,5385.34,2016-11-08,205533.0,41.0,43,305
449769,449769,T292725,4306,10/12/87,M,GREATER NOIDA,9467.06,2016-11-08,193411.0,50.0,43,305
449790,449790,T292760,340,7/2/75,M,NEW DELHI,397392.71,2016-11-08,185541.0,1000.0,43,305
449793,449793,T292764,604,28/10/93,M,MALAPPURAM,9409.48,2016-11-08,185434.0,50.0,43,305
449805,449805,T292782,4885,23/8/77,M,NOIDA,5215.9,2016-11-08,175125.0,553.0,43,305
449851,449851,T292839,4302,15/8/81,M,VIJAYAWADA,54783.37,2016-11-08,200715.0,112.54,43,305
449894,449894,T292905,4802,26/10/72,M,ERNAKULAM,37391.87,2016-11-08,201433.0,766.33,43,305
449897,449897,T292908,7121,27/10/95,M,SHILLLONG,29.13,2016-11-08,202308.0,300.0,43,305
449932,449932,T292958,2804,24/8/94,M,SAHARANPUR,43555.69,2016-11-08,193253.0,40.0,43,305
449950,449950,T292981,2114,4/9/91,F,MUMBAI,1043.96,2016-11-08,185901.0,409.0,43,305
449972,449972,T293013,6973,10/6/95,F,"DIMAPUR, NAGALAND",11339.18,2016-11-08,185140.0,300.0,43,305
449985,449985,T293033,758,20/10/80,F,GURGAON,16676.23,2016-11-08,174058.0,452.0,43,305
450004,450004,T293060,2047,5/3/92,F,PUNE,5354.07,2016-11-08,73911.0,50.0,43,305
450026,450026,T293092,2357,11/11/70,M,GREATER NOIDA,16173.29,2016-11-08,203446.0,696.0,43,305
450042,450042,T293110,89,15/10/85,M,GURGAON,246259.39,2016-11-08,144757.0,159.0,43,305
450103,450103,T293199,610,30/9/70,M,VADODARA,683.21,2016-11-08,193916.0,200.0,43,305
450154,450154,T293273,6930,24/8/81,M,ZIRAKPUR,5466.15,2016-11-08,174309.0,335.0,43,305
450208,450208,T293353,7007,1/11/87,F,JAKKASANDRA BANGALORE,30836.2,2016-11-08,210304.0,593.0,43,305
450227,450227,T293380,5252,22/4/88,M,MUMBAI,1007.69,2016-11-08,202845.0,50.0,43,305
450250,450250,T293406,4452,5/2/83,M,PANCHKULA,45065.65,2016-11-08,154346.0,869.0,43,305
450307,450307,T293502,1769,5/7/76,M,BANGALORE,41.91,2016-11-08,211557.0,799.01,43,305
450367,450367,T293593,6192,2/2/47,M,SONIPAT,437285.8,2016-11-08,203738.0,10.0,43,305
450416,450416,T293695,6379,10/10/84,M,CHITTO0R,1935.22,2016-11-08,210846.0,795.0,43,305
450421,450421,T293701,3041,18/5/90,M,GURGAON,14.65,2016-11-08,211756.0,149.0,43,305
450430,450430,T293730,1387,8/7/72,M,CUDDALORE DISTRICT,20160.53,2016-11-08,193403.0,361.0,43,305
450442,450442,T293743,7240,19/10/90,F,BANGALORE,8459.83,2016-11-08,204207.0,500.0,43,305
450507,450507,T293837,684,18/9/79,M,MUMBAI,173045.03,2016-11-08,203209.0,480.0,43,305
450556,450556,T293973,1398,1/6/91,M,THRISSUR,4068.64,2016-11-08,212534.0,298.95,43,305
450559,450559,T293978,2737,17/3/94,M,GURGAON,14353.25,2016-11-08,202538.0,225.0,43,305
450606,450606,T294036,6722,1/8/84,M,PO BOX 250310 RIYADH,315231.71,2016-11-08,191734.0,1000.0,43,305
450777,450777,T294451,6021,15/8/87,F,AHMEDABAD,99.04,2016-11-08,200511.0,505.0,43,305
450780,450780,T294456,2198,26/1/92,M,BANGALORE,655.34,2016-11-08,195824.0,50.0,43,305
450855,450855,T294592,488,21/3/90,F,DELHI,41033.56,2016-11-08,195226.0,1169.0,43,305
450908,450908,T294661,4753,3/1/76,M,THANE,128.76,2016-11-08,184939.0,100.0,43,305
450912,450912,T294666,6022,14/4/91,F,MUMBAI,10457.16,2016-11-08,192531.0,450.0,43,305
450925,450925,T294684,3200,26/3/90,M,GREATER NOIDA,100900.29,2016-11-08,141841.0,247.0,43,305
450933,450933,T294744,370,7/4/94,M,TIRUNELVELI,5525.67,2016-11-08,201746.0,50.0,43,305
450952,450952,T294768,94,5/12/93,M,CHENNAI,4620.01,2016-11-08,210945.0,374.0,43,305
451025,451025,T294874,900,13/1/73,F,NASHIK,56479.13,2016-11-08,195902.0,920.0,43,305
451056,451056,T294973,5601,1/6/68,M,NEW DELHI,252768.89,2016-11-08,201327.0,630.0,43,305
451065,451065,T294985,878,6/6/87,M,NOIDA,10493.92,2016-11-08,210612.0,296.0,43,305
451101,451101,T295028,5869,1/2/92,F,SINGHBHUM,35111.42,2016-11-08,161701.0,180.0,43,305
451110,451110,T295037,595,3/8/89,M,GURGAON,10081.91,2016-11-08,220855.0,240.0,43,305
451157,451157,T295101,1132,29/7/87,M,GHAZIABAD,1638.85,2016-11-08,194930.0,200.0,43,305
451239,451239,T295286,2175,19/2/86,M,COLONY DELHI,5901.35,2016-11-08,234759.0,109.0,43,305
451247,451247,T295303,6922,29/9/91,M,NEW DELHI,219.26,2016-11-08,163627.0,50.0,43,305
451251,451251,T295308,1386,6/5/88,M,GURGAON,68087.3,2016-11-08,205501.0,183.0,43,305
451255,451255,T295313,2818,10/3/74,M,AHMEDABAD,6454.5,2016-11-08,200505.0,635.0,43,305
451370,451370,T295543,5840,26/11/63,M,BHOPAL,5219.02,2016-11-08,200934.0,1067.0,43,305
451407,451407,T295588,3401,10/1/90,M,RANCHI,7458.62,2016-11-08,191939.0,80.0,43,305
451460,451460,T295729,3103,20/6/90,M,MUMBAI,209955.17,2016-11-08,204247.0,365.0,43,305
451478,451478,T295751,705,23/8/79,M,CHANDIGARH,218623.33,2016-11-08,205322.0,408.0,43,305
451496,451496,T295775,5877,24/12/93,F,NOIDA,10912.0,2016-11-08,203016.0,631.0,43,305
451539,451539,T295829,7055,16/4/89,F,GURGAON,68853.7,2016-11-08,192659.0,50.0,43,305
451556,451556,T295907,4876,5/7/94,F,THANJAVUR,543.22,2016-11-08,203051.0,676.22,43,305
451575,451575,T295933,4390,10/3/96,M,NEW DELHI,31084.83,2016-11-08,161812.0,289.0,43,305
451651,451651,T296035,4132,24/1/90,M,MADURAI,58.25,2016-11-08,192326.0,1344.0,43,305
451715,451715,T296196,4507,10/9/81,M,SIGNAL SION E MUMBAI,27546.84,2016-11-08,211441.0,720.0,43,305
451717,451717,T296198,2536,1/11/88,F,SANGRUR,149709.91,2016-11-08,212707.0,190.0,43,305
451751,451751,T296241,802,12/12/89,M,MUMBAI,13.0,2016-11-08,202353.0,273.0,43,305
451764,451764,T296258,2791,21/1/93,F,MUMBAI,6089.52,2016-11-08,195901.0,10.0,43,305
451927,451927,T296605,1505,22/11/89,M,GURGAON,52889.26,2016-11-08,141719.0,100.0,43,305
451954,451954,T296637,1152,2/11/91,F,CHENNAI,4410.16,2016-11-08,212105.0,360.0,43,305
451962,451962,T296647,1113,31/1/87,F,MUMBAI,8092.27,2016-11-08,211138.0,160.0,43,305
452014,452014,T296785,5023,11/11/90,M,DELHI,42886.41,2016-11-08,203915.0,30.0,43,305
452091,452091,T296898,5086,4/2/84,M,THANE,68220.27,2016-11-08,192432.0,550.0,43,305
452133,452133,T296950,124,26/5/87,M,GURGAON,14272.59,2016-11-08,205204.0,180.0,43,305
452148,452148,T297076,1434,22/10/94,M,KARUR DT,3449.74,2016-11-08,162939.0,157.0,43,305
452156,452156,T297130,642,11/8/86,M,GURGAON,354905.32,2016-11-08,235042.0,255.0,43,305
452178,452178,T297161,939,5/10/93,M,NAVI MUMBAI PANVEL RAIGARH,14990.04,2016-11-08,171259.0,16.0,43,305
452196,452196,T297190,1968,17/7/92,M,PARK MAHAPE NAVI MUMBAI,25284.9,2016-11-08,211733.0,895.0,43,305
452197,452197,T297191,3326,27/7/82,M,JABALPUR,45368.74,2016-11-08,214307.0,189.0,43,305
452220,452220,T297223,5671,18/5/89,M,HYDERABAD,221757.06,2016-11-08,221208.0,500.0,43,305
452231,452231,T297236,1520,28/4/92,M,BANGALORE,28147.52,2016-11-08,212325.0,50.0,43,305
452320,452320,T297478,2000,26/8/67,F,GHAZIABAD,3264.11,2016-11-08,222600.0,100.0,43,305
452362,452362,T297653,1783,24/4/72,M,PATNA,440.61,2016-11-08,214959.0,150.0,43,305
452387,452387,T297685,5253,27/12/91,M,MUMBAI,3249.38,2016-11-08,230539.0,60.0,43,305
452534,452534,T297965,7040,30/11/92,F,PUNE,19270.69,2016-11-08,224458.0,100.0,43,305
452549,452549,T297989,6070,8/9/82,M,PUNE,139796.35,2016-11-08,215555.0,649.0,43,305
452563,452563,T298008,6606,3/8/89,M,BANGALORE,544.54,2016-11-08,220823.0,255.0,43,305
452564,452564,T298009,3828,25/5/93,F,DELHI,11430.63,2016-11-08,212047.0,300.0,43,305
452566,452566,T298012,3446,3/11/84,M,MUMBAI,15587.91,2016-11-08,223211.0,420.0,43,305
